District,Building name,Last date of residence of the case(s),Related probable/confirmed cases
Yau Tsim Mong,Harbour Crystal Centre (non-residential),14/03/2020,"233, 253, 259, 295"
Southern,Union Industrial Building (non-residential),15/03/2020,"169, 208, 277, 315, 375"
Central & Western,100 Third Street (non-residential),15/03/2020,"566, 618"
Wan Chai,Win Fung Building (non-residential),16/03/2020,"169, 208"
Yau Tsim Mong,152 Austin Road (non-residential),16/03/2020,"174, 222, 243, 285, 286"
Central & Western,Nan Dao Commercial Building (non-residential),16/03/2020,"177, 178"
Central & Western,Silver Jubilee Mansion (non-residential),16/03/2020,"177, 178"
Central & Western,Century Square (non-residential),16/03/2020,"184, 195"
Central & Western,California Tower (non-residential),16/03/2020,"195, 199"
Tuen Mun,"Shopping Centre, Melody Garden (non-residential)",17/03/2020,"120 , 121, 244"
Sha Tin,CCT Telecom Building (non-residential),17/03/2020,"191, 217"
Kowloon City,Hong Kong Baptist Hospital (non-residential),17/03/2020,"195, 243"
Kwai Tsing,"Block 1, Kwai Tak Industrial Centre (non-residential)",17/03/2020,"229, 337, 338"
Central & Western,Bank of China building (non-residential),18/03/2020,"106, 183, 204"
Sha Tin,CCT Telecom Building  (non-residential),18/03/2020,"191, 217, 373"
Central & Western,"ICBC Tower, Garden Road (non-residential)",18/03/2020,"195, 339"
Islands,Tung Chung Crescent (non-residential),19/03/2020,"212, 271"
Sham Shui Po,Cheung Lung Industrial Building (non-residential),19/03/2020,"291, 312, 372, 391, 429"
Central & Western,97 Hollywood Road (non-residential),20/03/2020,"266, 319"
Central & Western,62 Hollywood Road (non-residential),20/03/2020,"266, 342"
Yau Tsim Mong,Manson House (non-residential),20/03/2020,"428, 855"
Central & Western,Ho Lee Commercial Building (non-residential),22/03/2020,"182, 227, 276, 343, 360, 362, 367, 384, 386, 387, 389, 394, 411, 422, 432, 433, 440, 442, 453, 497, 501, 511, 513, 576, 627, 746"
Kowloon City,2B Hung Fook Street (non-residential),22/03/2020,385
Tuen Mun,Mai Kei Building (non-residential),22/03/2020,411
Sham Shui Po,69 - 119 Broadway Street (non-residential),22/03/2020,414
Yau Tsim Mong,Empire Centre (non-residential),22/03/2020,415
Central & Western,Central Building (non-residential),22/03/2020,420
Eastern,Chai Wan Municipal Services Building (non-residential),22/03/2020,422
Wan Chai,354 Hennessy Road (non-residential),22/03/2020,423
Wan Chai,Dragon Rise Building (non-residential),22/03/2020,423
Tsuen Wan,Citywalk Phase 1 (non-residential),22/03/2020,428
Eastern,Hing Wah Plaza (non-residential),22/03/2020,442
Wan Chai,88 Gloucester Road  (non-residential),22/03/2020,524
Central & Western,Two Chinachem Plaza (non-residential),22/03/2020,"563, 683"
Kowloon City,"Deli Place (Site 4), the Whampoa (non-residential)",22/03/2020,609
Kowloon City,The Whampoa (non-residential),22/03/2020,609
Kowloon City,"Home World, the Whampoa (non-residential)",22/03/2020,609
Yau Tsim Mong,Omega Plaza (non-residential),22/03/2020,702
Kowloon City,6-8 Malacca street (non-residential),22/03/2020,704
Central & Western,Good View Court (non-residential),22/03/2020,717
Kowloon City,Harbour Place Club House (non-residential),22/03/2020,718
Kwun Tong,Laguna Arcade (non-residential),22/03/2020,746
Central & Western,33 Des Voeux Road Central (non-residential),23/03/2020,402
Sham Shui Po,Lai Wan Market (non-residential),23/03/2020,414
Yau Tsim Mong,Best Western Plus Hotel Kowloon (non-residential),23/03/2020,415
Central & Western,Wing On House (non-residential),23/03/2020,422
Eastern,Wai Fong Court (non-residential),23/03/2020,422
Yau Tsim Mong,Hollywood Plaza (non-residential),23/03/2020,428
Yau Tsim Mong,King Wah Centre (non-residential),23/03/2020,428
Yau Tsim Mong,498-500 Nathan Road (non-residential),23/03/2020,437
Wan Chai,Hang Lung Centre (non-residential),23/03/2020,465
Central & Western,Henley Building (non-residential),23/03/2020,466
Wan Chai,Hysan Place (non-residential),23/03/2020,466
Wan Chai,The Park Lane (non-residential),23/03/2020,466
Sha Tin,Sha Tin Government Offices (non-residential),23/03/2020,514
Yau Tsim Mong,Lee Chau Commercial Building (non-residential),23/03/2020,516
Yuen Long,55 Sau Fu Street (non-residential),23/03/2020,615
Southern,The Pulse  (non-residential),23/03/2020,618
Kwun Tong,Hung To Centre (non-residential),23/03/2020,637
Kwun Tong,"Kai Shing House, Kai Yip Estate (non-residential)",23/03/2020,643
Yau Tsim Mong,Yiu Pont House (non-residential),23/03/2020,704
Wan Chai,76 Jaffe Road (non-residential),24/03/2020,"276, 343, 362, 367, 386, 387, 389, 413, 432, 433, 434, 440, 477, 499, 501, 509, 513, 519, 524, 576, 635, 638, 707, 746, 864"
Yau Tsim Mong,9 Knutsford Terrace (non-residential),24/03/2020,"387, 389, 395, 411, 428, 433, 447, 450, 458, 462, 466,  483, 484, 498, 501, 510, 511, 512, 513, 514, 517, 526, 573, 581, 614, 615, 625, 663, 670, 674, 746, 755, 846, 863"
Yau Tsim Mong,Silvercord (non-residential),24/03/2020,388
Sham Shui Po,Lander Hotel Prince Edward (non-residential),24/03/2020,388
Yau Tsim Mong,Mary Building (non-residential),24/03/2020,388
Kwun Tong,Sceneway Plaza (non-residential),24/03/2020,412
Yuen Long,Ping Yan Shopping Centre (non-residential),24/03/2020,413
Central & Western,China Insurance Group Building (non-residential),24/03/2020,415
Sham Shui Po,Sham Shui Po Police Station (non-residential),24/03/2020,428
Tsuen Wan,New Territories South Regional Police Headquarters (non-residential),24/03/2020,428
Wan Chai,Wan Chai Market (non-residential),24/03/2020,433
Kwai Tsing,Metroplaza (non-residential),24/03/2020,442
Wong Tai Sin,Yin Hing Building (non-residential),24/03/2020,450
Sha Tin,Hyatt Regency Hong Kong (non-residential),24/03/2020,458
Yau Tsim Mong,Eu Yan Sang Tower (non-residential),24/03/2020,465
Central & Western,"ICBC Tower, Garden Road (non-residential)",24/03/2020,467
Yau Tsim Mong,10-11 Knustsford Terrace (non-residential),24/03/2020,"483, 516"
Sha Tin,Hilton Plaza (non-residential),24/03/2020,483
Yau Tsim Mong,MW Plaza (non-residential),24/03/2020,"567, 842"
Yau Tsim Mong,Lokville Commercial Building (non-residential),24/03/2020,567
Southern,Gleneagles Hospital Hong Kong (non-residential),24/03/2020,573
Central & Western,2 Arbuthnot Road (non-residential),24/03/2020,579
Yau Tsim Mong,Langham Place (non-residential),24/03/2020,611
Central & Western,8 First Street (non-residential),24/03/2020,622
Yau Tsim Mong,25 Carnarvon Road (non-residential),24/03/2020,"662, 687, 702, 704, 705, 758, 759"
Tsuen Wan,The Mills (non-residential),24/03/2020,704
Yau Tsim Mong,8 Minden Avenue (non-residential),24/03/2020,704
Eastern,Maxi Mall (non-residential),24/03/2020,717
Kwun Tong,"Phase 2, Amoy Gardens (non-residential)",24/03/2020,718
Kwun Tong,"Phase 1, Amoy Plaza (non-residential)",24/03/2020,718
Yuen Long,Yoho Mall II (non-residential),25/03/2020,413
Yau Tsim Mong,Pionner Centre (non-residential),25/03/2020,415
Central & Western,Entertainment Building (non-residential),25/03/2020,452
Southern,Abba Shopping Mall (non-residential),25/03/2020,463
Tuen Mun,Yan Oi General Out-Patient Clinic (non-residential),25/03/2020,466
Southern,T.W.G.HS. Jockey Club Rehabilitation Complex (non-residential),25/03/2020,512
Yau Tsim Mong,St. Teresa's Hospital (non-residential),25/03/2020,514
Wan Chai,5 Tonnochy Road (non-residential),25/03/2020,525
Central & Western,Hilltop Plaza (non-residential),25/03/2020,566
Yau Tsim Mong,Wing Cheong Building (non-residential),25/03/2020,567
Sham Shui Po,Festival Walk (non-residential),25/03/2020,573
Kowloon City,Hong Kong Baptist Hospital (non-residential),25/03/2020,611
Central & Western,36 Pottinger Street (non-residential),25/03/2020,618
Sham Shui Po,Sun Cheong Industrial Building (non-residential),25/03/2020,625
Yuen Long,Tak Cheung Building (non-residential),25/03/2020,633
Central & Western,Asia Pacific Centre (non-residential),25/03/2020,682
Wan Chai,Macau Yat Yuen Centre (non-residential),25/03/2020,682
Central & Western,Two Exchange Square (non-residential),25/03/2020,682
Eastern,North Point Government Offices (non-residential),25/03/2020,748
Yau Tsim Mong,Lockville Commercial Building (non-residential),25/03/2020,769
Yau Tsim Mong,22 Shanghai Street (non-residential),25/03/2020,769
Wan Chai,Soundwill Plaza (non-residential),25/03/2020,797
Yuen Long,Fu Hing Building (non-residential),26/03/2020,466
Yuen Long,Yoho Mall I (non-residential),26/03/2020,466
Kowloon City,93 Pau Chung Street (non-residential),26/03/2020,484
Sha Tin,New Town Plaza (non-residential),26/03/2020,495
Sai Kung,70 Chun Choi Street (non-residential),26/03/2020,562
Sha Tin,Carado Garden (non-residential),26/03/2020,610
Central & Western,Euro Trade Centre (non-residential),26/03/2020,625
Sham Shui Po,Shek Kip Mei Reporting Centre (non-residential),26/03/2020,663
Wan Chai,23 Luard Road (non-residential),26/03/2020,"682, 857"
Yau Tsim Mong,Pearl Oriental Tower (non-residential),26/03/2020,769
Tsuen Wan,Nan Fung Centre (non-residential),26/03/2020,833
Tsuen Wan,Tsuen Wan Adventist Hospital (non-residential),26/03/2020,833
Wan Chai,82 Jaffe Road (non-residential),27/03/2020,"276, 362, 367, 386, 387, 389, 432, 433, 440, 481, 501, 513, 531, 626, 746"
Tsuen Wan,Hong Kong Adventist Hospital - Tsuen Wan (non-residential),27/03/2020,511
Yau Tsim Mong,68 Lai Chi Kok Road (non-residential),27/03/2020,567
Central & Western,China Insurance Group Building (non-residential),27/03/2020,609
Tuen Mun,Leung King Commercial Complex  (non-residential),27/03/2020,632
Tuen Mun,San Hui Market (non-residential),27/03/2020,632
Kwun Tong,APM (non-residential),27/03/2020,637
Wan Chai,L'Hart (non-residential),27/03/2020,663
Yau Tsim Mong,West Kowloon Cultural District (non-residential),27/03/2020,663
Southern,Wycombe Abbey School Hong Kong (Tin Wan Campus) (non-residential),27/03/2020,682
Yau Tsim Mong,Olympian City Two (non-residential),27/03/2020,686
Yau Tsim Mong,K11 Musea (non-residential),27/03/2020,"687, 702, 704, 705, 758, 759"
Yau Tsim Mong,Gateway Tower 1 (non-residential),27/03/2020,718
Sai Kung,67 Yi Chun Street (non-residential),27/03/2020,756
Sai Kung,Kam Po Court (non-residential),27/03/2020,756
Yau Tsim Mong,The One  (non-residential),27/03/2020,756
Yau Tsim Mong,Mira Place Two (non-residential),27/03/2020,756
Wong Tai Sin,AIA Financial Center (non-residential),27/03/2020,769
Yau Tsim Mong,The One (non-residential),27/03/2020,796
Yau Tsim Mong,Mira Place 2 (non-residential),27/03/2020,796
Sai Kung,67 Yi Chun Street (non-residential),27/03/2020,796
Wan Chai,Hysan Place (non-residential),27/03/2020,806
Yau Tsim Mong,Lokville Commercial Building (non-residential),27/03/2020,842
Wan Chai,163 Hennessy Road (non-residential),27/03/2020,857
Yau Tsim Mong,iSQUARE (non-residential),28/03/2020,"504, 756"
Yau Tsim Mong,10 Knutsford Terrace (non-residential),28/03/2020,"567, 842"
Yau Tsim Mong,"Burlington Arcade, Tsim Sha Tsui (non-residential)",28/03/2020,638
Islands,Cathay Pacific City (non-residential),28/03/2020,641
Southern,23 Yip Kan Street (non-residential),28/03/2020,"719, 801, 849"
Islands,Tung Chung Health Centre (non-residential),28/03/2020,743
Wong Tai Sin,Hang On Building (non-residential),28/03/2020,755
Wan Chai,Allways Center (non-residential),28/03/2020,769
Yau Tsim Mong,Langham Place Office Tower (non-residential),28/03/2020,796
Wong Tai Sin,Che Wah Buildilng (non-residential),28/03/2020,797
Wong Tai Sin,Plaza Hollywood (non-residential),28/03/2020,835
Wan Chai,Shinyam Commercial Building (non-residential),28/03/2020,840
Yau Tsim Mong,Police Sports and Recreation Club (non-residential),29/03/2020,663
Kwun Tong,Hip Wo House (non-residential),29/03/2020,718
Southern,Abba Shopping Mall (non-residential),29/03/2020,748
Eastern,Tung Po Mansion (non-residential),29/03/2020,750
Eastern,10 Shau Kei Wan Main Street East (non-residential),29/03/2020,750
Wan Chai,Oliv (non-residential),29/03/2020,769
Sai Kung,Kam Po Court (non-residential),29/03/2020,796
Islands,Cathay Pacific City (non-residential),30/03/2020,753
Kowloon City,Hong Kong Baptist Hospital (non-residential),30/03/2020,767
Wan Chai,Lee Tung Avenue (non-residential),30/03/2020,774
Wan Chai,64 Stone Nullah Lane (non-residential),30/03/2020,774
Wong Tai Sin,Man Po Building (non-residential),30/03/2020,797
Central & Western,Central Government Pier (non-residential),31/03/2020,717
Southern,Global Trade Square (non-residential),31/03/2020,719
Islands,Yat Tung Shopping Centre (non-residential),31/03/2020,753
Sham Shui Po,Precious Blood Hospital (non-residential),31/03/2020,757
Wan Chai,Cheong Ip Building (non-residential),31/03/2020,760
Wan Chai,Ming Fung Building (non-residential),31/03/2020,797
Central & Western,Prince's Building (non-residential),31/03/2020,812
Sai Kung,Beverly Garden Shopping Centre (non-residential),31/03/2020,835
Wan Chai,Hong Kong Sanatorium & Hospital (non-residential),01/04/2020,799
Sha Tin,Union Hospital (non-residential),01/04/2020,799
Sham Shui Po,Shek Kip Mei Reporting Centre And PTU KW Operational Base (non-residential),01/04/2020,854
Central & Western,Queensway Plaza (non-residential),01/04/2020,863
Wan Chai,Conventional Plaza Shopping Arcade (non-residential),01/04/2020,865
Central & Western,50 Wellington Street  (non-residential),02/04/2020,865
Wan Chai,1 – 29 Tang Lung Street (non-residential),03/04/2020,865
